"","CodCliente","NivelRisco","servidorCFTV","tipoPessoa","Estado","Cidade","Bairro","DataHora","CodigoEvento","hora","difTempo","CodClienteNorm","PredicaoModelo2"
"173",11401,"5","0","1","SP","IBATE","RURAL",2019-01-04 06:45:02,"E130","6","[-1,10]",0.0668405728190725,"0"
"174",11401,"5","0","1","SP","IBATE","RURAL",2019-01-04 13:05:47,"E130","13","(1e+04,2.1e+05]",0.0668405728190725,"0"
"175",11401,"5","0","1","SP","IBATE","RURAL",2019-01-05 13:07:29,"E130","13","(1e+04,2.1e+05]",0.0668405728190725,"0"
"176",11401,"5","0","1","SP","IBATE","RURAL",2019-01-05 13:08:11,"E130","13","(10,100]",0.0668405728190725,"0"
"177",11406,"3","0","0","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 12:03:44,"E130","12","[-1,10]",0.0710416873757137,"0"
"178",11406,"3","0","0","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 12:06:40,"E130","12","(100,1e+03]",0.0710416873757137,"0"
"179",11406,"3","0","0","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 12:07:02,"E130","12","(10,100]",0.0710416873757137,"0"
"180",11406,"3","0","0","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 12:07:13,"E130","12","(10,100]",0.0710416873757137,"0"
"181",11406,"3","0","0","SP","SAO CARLOS","JARDIM PARAISO",2019-01-05 08:59:40,"E130","8","(1e+04,2.1e+05]",0.0710416873757137,"0"
"182",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 16:17:01,"E301","16","[-1,10]",0.0727221331983702,"0"
"183",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 18:08:26,"E301","18","(1e+03,1e+04]",0.0727221331983702,"0"
"184",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 18:21:19,"E301","18","(100,1e+03]",0.0727221331983702,"0"
"185",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 18:22:11,"E130","18","(10,100]",0.0727221331983702,"0"
"186",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 18:56:07,"E301","18","(1e+03,1e+04]",0.0727221331983702,"0"
"187",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 20:02:29,"E301","20","(1e+03,1e+04]",0.0727221331983702,"0"
"188",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 21:11:48,"E301","21","(1e+03,1e+04]",0.0727221331983702,"0"
"189",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 23:28:26,"E130","23","(1e+03,1e+04]",0.0727221331983702,"0"
"190",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 23:28:33,"E130","23","[-1,10]",0.0727221331983702,"0"
"191",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 23:28:36,"E130","23","[-1,10]",0.0727221331983702,"0"
"192",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 23:28:40,"E130","23","[-1,10]",0.0727221331983702,"0"
"193",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 23:28:44,"E130","23","[-1,10]",0.0727221331983702,"0"
"194",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 23:28:51,"E130","23","[-1,10]",0.0727221331983702,"0"
"195",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 23:28:55,"E130","23","[-1,10]",0.0727221331983702,"0"
"196",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 23:28:59,"E130","23","[-1,10]",0.0727221331983702,"0"
"197",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 23:29:03,"E625","23","[-1,10]",0.0727221331983702,"0"
"198",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-05 09:11:15,"E301","9","(1e+04,2.1e+05]",0.0727221331983702,"0"
"199",11408,"4","1","1","SP","SAO CARLOS","ZONA RURAL",2019-01-05 09:13:40,"E301","9","(100,1e+03]",0.0727221331983702,"0"
"200",11411,"4","0","0","SP","SAO CARLOS","JARDIM PARAISO",2019-01-04 08:03:00,"E130","8","[-1,10]",0.075242801932355,"0"
"201",11425,"4","0","0","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-04 01:21:58,"E131","1","[-1,10]",0.0870059226909503,"0"
"202",11425,"4","0","0","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-04 02:38:26,"E131","2","(1e+03,1e+04]",0.0870059226909503,"0"
"203",11430,"3","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 11:21:41,"E301","11","[-1,10]",0.0912070372475915,"0"
"204",11435,"4","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-04 11:12:38,"E131","11","[-1,10]",0.0954081518042328,"0"
"205",11435,"4","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-04 11:12:49,"E134","11","(10,100]",0.0954081518042328,"0"
"206",11435,"4","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-04 11:13:00,"E134","11","(10,100]",0.0954081518042328,"0"
"207",11457,"3","0","1","SP","SAO CARLOS","PLANALTO PARAISO",2019-01-05 00:17:44,"E301","0","[-1,10]",0.113893055853454,"0"
"208",11467,"3","0","0","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-04 09:00:16,"E301","9","[-1,10]",0.122295284966737,"0"
"209",11467,"3","0","0","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-05 08:53:10,"E122","8","(1e+04,2.1e+05]",0.122295284966737,"0"
"210",11467,"3","0","0","SP","SAO CARLOS","JARDIM BANDEIRANTES",2019-01-05 08:54:11,"E122","8","(10,100]",0.122295284966737,"0"
"211",11472,"3","0","1","SP","SAO CARLOS","PLANALTO PARAISO",2019-01-05 00:17:57,"E301","0","[-1,10]",0.126496399523378,"0"
"212",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 00:20:44,"E130","0","[-1,10]",0.135738851547988,"0"
"213",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 00:20:50,"E130","0","[-1,10]",0.135738851547988,"0"
"214",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 00:20:56,"E130","0","[-1,10]",0.135738851547988,"0"
"215",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 00:21:05,"E130","0","[-1,10]",0.135738851547988,"0"
"216",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 00:21:56,"E130","0","(10,100]",0.135738851547988,"0"
"217",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 00:22:06,"E130","0","(10,100]",0.135738851547988,"0"
"218",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 00:22:34,"E130","0","(10,100]",0.135738851547988,"0"
"219",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 07:40:15,"E130","7","(1e+04,2.1e+05]",0.135738851547988,"0"
"220",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 07:40:29,"E130","7","(10,100]",0.135738851547988,"0"
"221",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 07:40:41,"E130","7","(10,100]",0.135738851547988,"0"
"222",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 07:41:13,"E130","7","(10,100]",0.135738851547988,"0"
"223",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 07:41:33,"E130","7","(10,100]",0.135738851547988,"0"
"224",11483,"3","0","1","SP","SAO CARLOS","JARDIM MACARENGO",2019-01-05 07:43:07,"E130","7","(10,100]",0.135738851547988,"0"
"225",11485,"3","0","1","SP","SAO CARLOS","PLANALTO PARAISO",2019-01-05 00:17:59,"E301","0","[-1,10]",0.137419297370645,"0"
"226",11487,"4","0","1","SP","SAO CARLOS","VILA MONTEIRO",2019-01-04 22:51:52,"E122","22","[-1,10]",0.139099743193301,"0"
"227",11490,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 17:13:27,"E130","17","[-1,10]",0.141620411927286,"0"
"228",11490,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 17:32:08,"E130","17","(1e+03,1e+04]",0.141620411927286,"0"
"229",11490,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 17:32:12,"E130","17","[-1,10]",0.141620411927286,"0"
"230",11490,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 17:32:23,"E130","17","(10,100]",0.141620411927286,"0"
"231",11490,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 17:32:27,"E130","17","[-1,10]",0.141620411927286,"0"
"232",11498,"4","0","1","SP","SAO CARLOS","PARQUE SANTA FELICIA JARDIM",2019-01-05 00:28:46,"E301","0","[-1,10]",0.148342195217912,"0"
"233",11504,"4","0","0","SP","SAO CARLOS","CENTRO",2019-01-04 08:25:43,"E134","8","[-1,10]",0.153383532685881,"1"
"234",11583,"4","0","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 11:22:25,"E301","11","[-1,10]",0.219761142680813,"0"
"235",11585,"4","0","1","SP","SAO CARLOS","JARDIM ALVORADA",2019-01-05 00:17:26,"E301","0","[-1,10]",0.221441588503469,"0"
"236",11590,"4","1","1","SP","SAO CARLOS","CIDADE ARACY",2019-01-04 18:41:34,"E301","18","[-1,10]",0.22564270306011,"0"
"237",11603,"4","0","1","SP","SAO CARLOS","JARDIM ALVORADA",2019-01-05 00:41:44,"E301","0","[-1,10]",0.236565600907377,"0"
"238",11606,"3","0","0","SP","SAO CARLOS","JARDIM ALVORADA",2019-01-04 06:57:37,"E130","6","[-1,10]",0.239086269641362,"0"
"239",11606,"3","0","0","SP","SAO CARLOS","JARDIM ALVORADA",2019-01-04 06:57:39,"E130","6","[-1,10]",0.239086269641362,"0"
"240",11606,"3","0","0","SP","SAO CARLOS","JARDIM ALVORADA",2019-01-05 00:17:42,"E301","0","(1e+04,2.1e+05]",0.239086269641362,"0"
"241",11607,"4","0","1","SP","SAO CARLOS","PLANALTO PARAISO",2019-01-05 00:18:41,"E301","0","[-1,10]",0.23992649255269,"0"
"242",11611,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 09:23:49,"E131","9","[-1,10]",0.243287384198003,"0"
"243",11611,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 09:23:52,"E131","9","[-1,10]",0.243287384198003,"0"
"244",11611,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 09:23:54,"E131","9","[-1,10]",0.243287384198003,"0"
"245",11611,"4","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 09:23:57,"E131","9","[-1,10]",0.243287384198003,"0"
"246",11619,"5","1","1","SP","SAO CARLOS","RECREIO DOS BANDEIRANTES",2019-01-03 20:29:58,"E301","20","[-1,10]",0.250009167488629,"0"
"247",11619,"5","1","1","SP","SAO CARLOS","RECREIO DOS BANDEIRANTES",2019-01-03 20:34:17,"1902","20","(100,1e+03]",0.250009167488629,"0"
"248",11619,"5","1","1","SP","SAO CARLOS","RECREIO DOS BANDEIRANTES",2019-01-05 00:17:07,"1902","0","(1e+04,2.1e+05]",0.250009167488629,"0"
"249",11633,"4","0","0","SP","IBATE","ZONA RURAL",2019-01-05 08:47:04,"E301","8","[-1,10]",0.261772288247225,"0"
"250",11633,"4","0","0","SP","IBATE","ZONA RURAL",2019-01-05 11:29:23,"E301","11","(1e+03,1e+04]",0.261772288247225,"0"
"251",11635,"3","0","1","SP","SAO CARLOS","JARDIM CENTENÁRIO",2019-01-04 19:16:46,"E130","19","[-1,10]",0.263452734069881,"0"
"252",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-04 21:19:50,"E131","21","[-1,10]",0.264292956981209,"0"
"253",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-04 21:43:49,"E131","21","(1e+03,1e+04]",0.264292956981209,"0"
"254",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-04 21:59:03,"E131","21","(100,1e+03]",0.264292956981209,"0"
"255",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-04 21:59:09,"E131","21","[-1,10]",0.264292956981209,"0"
"256",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-04 22:21:08,"E131","22","(1e+03,1e+04]",0.264292956981209,"0"
"257",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-04 22:21:28,"E131","22","(10,100]",0.264292956981209,"0"
"258",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-04 22:31:07,"E131","22","(100,1e+03]",0.264292956981209,"0"
"259",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-04 22:31:26,"E131","22","(10,100]",0.264292956981209,"0"
"260",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-05 00:16:37,"E131","0","(1e+03,1e+04]",0.264292956981209,"0"
"261",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-05 00:17:17,"E131","0","(10,100]",0.264292956981209,"0"
"262",11636,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-05 00:17:19,"E131","0","[-1,10]",0.264292956981209,"0"
"263",11640,"4","1","0","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 21:42:16,"E130","21","[-1,10]",0.267653848626522,"0"
"264",11648,"4","0","0","SP","SAO CARLOS","JARDIM REAL",2019-01-05 12:32:42,"E130","12","[-1,10]",0.274375631917148,"0"
"265",11649,"3","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 19:13:20,"E134","19","[-1,10]",0.275215854828477,"0"
"266",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:04:04,"E131","6","[-1,10]",0.291180090143713,"0"
"267",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:04:41,"E131","6","(10,100]",0.291180090143713,"0"
"268",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:04:44,"E134","6","[-1,10]",0.291180090143713,"0"
"269",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:04:50,"E134","6","[-1,10]",0.291180090143713,"0"
"270",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:39:17,"E131","6","(1e+03,1e+04]",0.291180090143713,"0"
"271",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:39:59,"E134","6","(10,100]",0.291180090143713,"0"
"272",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:40:04,"E134","6","[-1,10]",0.291180090143713,"0"
"273",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:41:29,"E131","6","(10,100]",0.291180090143713,"0"
"274",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:42:05,"E134","6","(10,100]",0.291180090143713,"0"
"275",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:42:11,"E134","6","[-1,10]",0.291180090143713,"0"
"276",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:50:57,"E131","6","(100,1e+03]",0.291180090143713,"0"
"277",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:51:37,"E134","6","(10,100]",0.291180090143713,"0"
"278",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:51:43,"E134","6","[-1,10]",0.291180090143713,"0"
"279",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:52:38,"E131","6","(10,100]",0.291180090143713,"0"
"280",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:53:04,"E134","6","(10,100]",0.291180090143713,"0"
"281",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-04 06:53:10,"E134","6","[-1,10]",0.291180090143713,"0"
"282",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-05 06:02:38,"E131","6","(1e+04,2.1e+05]",0.291180090143713,"0"
"283",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-05 06:03:19,"E134","6","(10,100]",0.291180090143713,"0"
"284",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-05 06:03:24,"E131","6","[-1,10]",0.291180090143713,"0"
"285",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-05 06:04:08,"E134","6","(10,100]",0.291180090143713,"0"
"286",11668,"3","0","1","SP","SAO CARLOS","JARDIM SÃO CARLOS",2019-01-05 06:04:14,"E134","6","[-1,10]",0.291180090143713,"0"
"287",11676,"4","0","0","SP","SAO CARLOS","VILA PRADO",2019-01-04 08:09:18,"E301","8","[-1,10]",0.297901873434339,"0"
"288",11676,"4","0","0","SP","SAO CARLOS","VILA PRADO",2019-01-04 13:57:55,"E134","13","(1e+04,2.1e+05]",0.297901873434339,"0"
"289",11676,"4","0","0","SP","SAO CARLOS","VILA PRADO",2019-01-04 13:58:02,"E134","13","[-1,10]",0.297901873434339,"0"
"290",11676,"4","0","0","SP","SAO CARLOS","VILA PRADO",2019-01-04 14:07:33,"E122","14","(100,1e+03]",0.297901873434339,"0"
"291",11676,"4","0","0","SP","SAO CARLOS","VILA PRADO",2019-01-04 14:07:41,"E122","14","[-1,10]",0.297901873434339,"0"
"292",11679,"3","0","1","SP","SAO CARLOS","PLANALTO PARAISO",2019-01-05 07:57:59,"E122","7","[-1,10]",0.300422542168324,"0"
"293",11679,"3","0","1","SP","SAO CARLOS","PLANALTO PARAISO",2019-01-05 07:58:41,"E122","7","(10,100]",0.300422542168324,"0"
"294",11679,"3","0","1","SP","SAO CARLOS","PLANALTO PARAISO",2019-01-05 08:00:18,"E122","8","(10,100]",0.300422542168324,"0"
"295",11682,"4","1","0","SP","SAO CARLOS","VILA LUTFALLA",2019-01-04 01:05:35,"E131","1","[-1,10]",0.302943210902309,"0"
"296",11683,"3","1","0","SP","SAO CARLOS","JARDIM SAO PAULO",2019-01-05 10:36:34,"E301","10","[-1,10]",0.303783433813637,"0"
"297",11684,"3","0","1","SP","SAO CARLOS","JARDIM ARAUCARIA",2019-01-03 20:03:09,"E301","20","[-1,10]",0.304623656724965,"0"
"298",11690,"3","0","0","SP","SAO CARLOS","PARQUE SANTA MONICA",2019-01-04 22:46:47,"E134","22","[-1,10]",0.309664994192934,"0"
"299",11696,"4","0","1","SP","SAO CARLOS","CENTRO",2019-01-04 00:39:32,"E134","0","[-1,10]",0.314706331660904,"0"
"300",11706,"4","0","1","SP","SAO CARLOS","PARQUE PRIMAVERA",2019-01-05 07:17:54,"E134","7","[-1,10]",0.323108560774186,"0"
"301",11733,"3","0","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 17:43:23,"E122","17","[-1,10]",0.345794579380049,"0"
"302",11733,"3","0","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 17:46:38,"E122","17","(100,1e+03]",0.345794579380049,"0"
"303",11733,"3","0","1","SP","SAO CARLOS","ZONA RURAL",2019-01-04 17:47:52,"E122","17","(10,100]",0.345794579380049,"0"
"304",11741,"3","0","1","SP","IBATE","CENTRO",2019-01-04 08:26:43,"E130","8","[-1,10]",0.352516362670675,"0"
"305",11741,"3","0","1","SP","IBATE","CENTRO",2019-01-04 08:26:47,"E130","8","[-1,10]",0.352516362670675,"0"
"306",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 04:18:17,"1902","4","[-1,10]",0.353356585582003,"0"
"307",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:39:34,"E130","17","(1e+04,2.1e+05]",0.353356585582003,"0"
"308",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:39:49,"E130","17","(10,100]",0.353356585582003,"0"
"309",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:39:56,"E130","17","[-1,10]",0.353356585582003,"0"
"310",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:40:03,"E130","17","[-1,10]",0.353356585582003,"0"
"311",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:40:10,"E130","17","[-1,10]",0.353356585582003,"0"
"312",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:40:18,"E130","17","[-1,10]",0.353356585582003,"0"
"313",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:40:25,"E130","17","[-1,10]",0.353356585582003,"0"
"314",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:40:32,"E130","17","[-1,10]",0.353356585582003,"0"
"315",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:40:40,"E130","17","[-1,10]",0.353356585582003,"0"
"316",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:40:47,"E130","17","[-1,10]",0.353356585582003,"0"
"317",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:40:54,"E130","17","[-1,10]",0.353356585582003,"0"
"318",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:41:01,"E130","17","[-1,10]",0.353356585582003,"0"
"319",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:41:09,"E130","17","[-1,10]",0.353356585582003,"0"
"320",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:41:16,"E130","17","[-1,10]",0.353356585582003,"0"
"321",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:41:23,"E130","17","[-1,10]",0.353356585582003,"0"
"322",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:41:30,"E130","17","[-1,10]",0.353356585582003,"0"
"323",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:41:38,"E130","17","[-1,10]",0.353356585582003,"0"
"324",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:41:45,"E130","17","[-1,10]",0.353356585582003,"0"
"325",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:41:52,"E130","17","[-1,10]",0.353356585582003,"0"
"326",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:41:59,"E130","17","[-1,10]",0.353356585582003,"0"
"327",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:42:07,"E130","17","[-1,10]",0.353356585582003,"0"
"328",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:42:14,"E130","17","[-1,10]",0.353356585582003,"0"
"329",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:42:21,"E130","17","[-1,10]",0.353356585582003,"0"
"330",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:42:29,"E130","17","[-1,10]",0.353356585582003,"0"
"331",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:42:36,"E130","17","[-1,10]",0.353356585582003,"0"
"332",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:42:43,"E130","17","[-1,10]",0.353356585582003,"0"
"333",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:42:50,"E130","17","[-1,10]",0.353356585582003,"0"
"334",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:44:09,"E130","17","(10,100]",0.353356585582003,"0"
"335",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:44:22,"E130","17","(10,100]",0.353356585582003,"0"
"336",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:44:29,"E130","17","[-1,10]",0.353356585582003,"0"
"337",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:45:11,"E130","17","(10,100]",0.353356585582003,"0"
"338",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:45:19,"E130","17","[-1,10]",0.353356585582003,"0"
"339",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:45:27,"E130","17","[-1,10]",0.353356585582003,"0"
"340",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:45:40,"E130","17","(10,100]",0.353356585582003,"0"
"341",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:45:47,"E130","17","[-1,10]",0.353356585582003,"0"
"342",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:45:57,"E130","17","(10,100]",0.353356585582003,"0"
"343",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:46:12,"E130","17","(10,100]",0.353356585582003,"0"
"344",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-04 17:46:54,"E130","17","(10,100]",0.353356585582003,"0"
"345",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:12:01,"E130","4","(1e+04,2.1e+05]",0.353356585582003,"0"
"346",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:12:08,"E130","4","[-1,10]",0.353356585582003,"0"
"347",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:12:16,"E130","4","[-1,10]",0.353356585582003,"0"
"348",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:18:22,"E130","4","(100,1e+03]",0.353356585582003,"0"
"349",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:18:35,"E130","4","(10,100]",0.353356585582003,"0"
"350",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:22:13,"E130","4","(100,1e+03]",0.353356585582003,"0"
"351",11742,"4","1","0","SP","SAO CARLOS","RESID MONS ROMEU TORTORELLI",2019-01-05 04:22:43,"E130","4","(10,100]",0.353356585582003,"0"
"352",11761,"3","1","0","SP","SAO CARLOS","ZONA RURAL",2019-01-04 06:03:10,"E122","6","[-1,10]",0.36932082089724,"0"
